Indicator,Unit,Subgroup,Time Period,Data Value
AIDS-related deaths,Number,Males 10-19 estimate,2013,22077.0
AIDS-related deaths,Number,Males 10-19 estimate,2014,21875.0
AIDS-related deaths,Number,Males 10-19 estimate,2015,21423.0
AIDS-related deaths,Number,Males 10-19 estimate,1990,1219.0
AIDS-related deaths,Number,Males 10-19 estimate,1991,1553.0
AIDS-related deaths,Number,Males 10-19 estimate,1992,2001.0
AIDS-related deaths,Number,Males 10-19 estimate,1993,2518.0
AIDS-related deaths,Number,Males 10-19 estimate,1994,3010.0
AIDS-related deaths,Number,Males 10-19 estimate,1995,3530.0
AIDS-related deaths,Number,Males 10-19 estimate,1996,4085.0
AIDS-related deaths,Number,Males 10-19 estimate,1997,4762.0
AIDS-related deaths,Number,Males 10-19 estimate,1998,5579.0
AIDS-related deaths,Number,Males 10-19 estimate,1999,6505.0
AIDS-related deaths,Number,Males 10-19 estimate,2000,7605.0
AIDS-related deaths,Number,Males 10-19 estimate,2001,8864.0
AIDS-related deaths,Number,Males 10-19 estimate,2002,10230.0
AIDS-related deaths,Number,Males 10-19 estimate,2003,11780.0
AIDS-related deaths,Number,Males 10-19 estimate,2004,13433.0
AIDS-related deaths,Number,Males 10-19 estimate,2005,15015.0
AIDS-related deaths,Number,Males 10-19 estimate,2006,16561.0
AIDS-related deaths,Number,Males 10-19 estimate,2007,17981.0
AIDS-related deaths,Number,Males 10-19 estimate,2008,18909.0
AIDS-related deaths,Number,Males 10-19 estimate,2009,19832.0
AIDS-related deaths,Number,Males 10-19 estimate,2010,20542.0
AIDS-related deaths,Number,Males 10-19 estimate,2011,21284.0
AIDS-related deaths,Number,Males 10-19 lower estimate,1990,608.0
AIDS-related deaths,Number,Males 10-19 lower estimate,1991,798.0
AIDS-related deaths,Number,Males 10-19 lower estimate,1992,1079.0
AIDS-related deaths,Number,Males 10-19 lower estimate,1993,1413.0
AIDS-related deaths,Number,Males 10-19 lower estimate,1994,1787.0
AIDS-related deaths,Number,Males 10-19 lower estimate,1995,2191.0
AIDS-related deaths,Number,Males 10-19 lower estimate,1996,2644.0
AIDS-related deaths,Number,Males 10-19 lower estimate,1997,3207.0
AIDS-related deaths,Number,Males 10-19 lower estimate,1998,3900.0
AIDS-related deaths,Number,Males 10-19 lower estimate,1999,4680.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2000,5640.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2001,6713.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2002,7865.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2003,9189.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2004,10603.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2005,11935.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2006,13295.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2007,14470.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2008,15240.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2009,16080.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2010,16576.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2011,17203.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2012,17606.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2013,17719.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2014,17561.0
AIDS-related deaths,Number,Males 10-19 lower estimate,2015,17287.0
AIDS-related deaths,Number,Males 10-19 upper estimate,1990,2923.0
AIDS-related deaths,Number,Males 10-19 upper estimate,1991,3570.0
AIDS-related deaths,Number,Males 10-19 upper estimate,1992,4395.0
AIDS-related deaths,Number,Males 10-19 upper estimate,1993,5296.0
AIDS-related deaths,Number,Males 10-19 upper estimate,1994,6017.0
AIDS-related deaths,Number,Males 10-19 upper estimate,1995,6729.0
AIDS-related deaths,Number,Males 10-19 upper estimate,1996,7420.0
AIDS-related deaths,Number,Males 10-19 upper estimate,1997,8222.0
AIDS-related deaths,Number,Males 10-19 upper estimate,1998,9213.0
AIDS-related deaths,Number,Males 10-19 upper estimate,1999,10187.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2000,11342.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2001,12698.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2002,14131.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2003,15790.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2004,17650.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2005,19278.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2006,20962.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2007,22491.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2008,23697.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2009,24660.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2010,25687.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2011,26761.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2012,27569.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2013,27981.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2014,27561.0
AIDS-related deaths,Number,Males 10-19 upper estimate,2015,26868.0
AIDS-related deaths,Number,All sexes 10-19 estimate,1990,3015.0
AIDS-related deaths,Number,All sexes 10-19 estimate,1991,3827.0
AIDS-related deaths,Number,All sexes 10-19 estimate,1992,4882.0
AIDS-related deaths,Number,All sexes 10-19 estimate,1993,6124.0
AIDS-related deaths,Number,All sexes 10-19 estimate,1994,7437.0
AIDS-related deaths,Number,All sexes 10-19 estimate,1995,8874.0
AIDS-related deaths,Number,All sexes 10-19 estimate,1996,10395.0
AIDS-related deaths,Number,All sexes 10-19 estimate,1997,12092.0
AIDS-related deaths,Number,All sexes 10-19 estimate,1998,13962.0
AIDS-related deaths,Number,All sexes 10-19 estimate,1999,15937.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2000,18163.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2001,20598.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2002,23171.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2003,26013.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2004,29065.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2005,31947.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2006,34767.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2007,37370.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2008,39015.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2009,40655.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2010,41817.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2011,42845.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2012,43363.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2013,43155.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2014,42299.0
AIDS-related deaths,Number,All sexes 10-19 estimate,2015,41461.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,1990,1503.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,1991,1965.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,1992,2633.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,1993,3438.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,1994,4416.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,1995,5509.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,1996,6727.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,1997,8144.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,1998,9760.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,1999,11464.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2000,13470.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2001,15601.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2002,17814.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2003,20292.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2004,22941.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2005,25395.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2006,27911.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2007,30072.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2008,31444.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2009,32964.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2010,33744.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2011,34629.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2012,34931.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2013,34637.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2014,33956.0
AIDS-related deaths,Number,All sexes 10-19 lower estimate,2015,33456.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,1990,7228.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,1991,8797.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,1992,10726.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,1993,12883.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,1994,14865.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,1995,16916.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,1996,18881.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,1997,20879.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,1998,23057.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,1999,24957.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2000,27090.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2001,29509.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2002,32006.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2003,34869.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2004,38190.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2005,41019.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2006,44008.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2007,46742.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2008,48893.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2009,50552.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2010,52291.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2011,53870.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2012,54699.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2013,54697.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2014,53293.0
AIDS-related deaths,Number,All sexes 10-19 upper estimate,2015,51998.0
New HIV Infections,Number,Females 50+ estimate,1990,46325.0
New HIV Infections,Number,Females 50+ estimate,1991,52839.0
New HIV Infections,Number,Females 50+ estimate,1992,59537.0
New HIV Infections,Number,Females 50+ estimate,1993,66243.0
New HIV Infections,Number,Females 50+ estimate,1994,73208.0
New HIV Infections,Number,Females 50+ estimate,1995,78195.0
New HIV Infections,Number,Females 50+ estimate,1996,81970.0
New HIV Infections,Number,Females 50+ estimate,1997,83513.0
New HIV Infections,Number,Females 50+ estimate,1998,82247.0
New HIV Infections,Number,Females 50+ estimate,1999,79530.0
New HIV Infections,Number,Females 50+ estimate,2000,75216.0
New HIV Infections,Number,Females 50+ estimate,2001,70805.0
New HIV Infections,Number,Females 50+ estimate,2002,66049.0
New HIV Infections,Number,Females 50+ estimate,2003,61595.0
New HIV Infections,Number,Females 50+ estimate,2004,57788.0
New HIV Infections,Number,Females 50+ estimate,2005,54777.0
New HIV Infections,Number,Females 50+ estimate,2006,52466.0
New HIV Infections,Number,Females 50+ estimate,2007,51320.0
New HIV Infections,Number,Females 50+ estimate,2008,50319.0
New HIV Infections,Number,Females 50+ estimate,2009,50078.0
New HIV Infections,Number,Females 50+ estimate,2010,50110.0
New HIV Infections,Number,Females 50+ estimate,2011,50320.0
New HIV Infections,Number,Females 50+ estimate,2012,50549.0
New HIV Infections,Number,Females 50+ estimate,2013,50721.0
New HIV Infections,Number,Females 50+ estimate,2014,50731.0
New HIV Infections,Number,Females 50+ estimate,2015,50312.0
New HIV Infections,Number,Females 50+ lower estimate,1990,40831.0
New HIV Infections,Number,Females 50+ lower estimate,1991,47046.0
New HIV Infections,Number,Females 50+ lower estimate,1992,53128.0
New HIV Infections,Number,Females 50+ lower estimate,1993,59102.0
New HIV Infections,Number,Females 50+ lower estimate,1994,65385.0
New HIV Infections,Number,Females 50+ lower estimate,1995,70104.0
New HIV Infections,Number,Females 50+ lower estimate,1996,74218.0
New HIV Infections,Number,Females 50+ lower estimate,1997,75960.0
New HIV Infections,Number,Females 50+ lower estimate,1998,74758.0
New HIV Infections,Number,Females 50+ lower estimate,1999,72140.0
New HIV Infections,Number,Females 50+ lower estimate,2000,68332.0
New HIV Infections,Number,Females 50+ lower estimate,2001,64306.0
New HIV Infections,Number,Females 50+ lower estimate,2002,59948.0
New HIV Infections,Number,Females 50+ lower estimate,2003,55921.0
New HIV Infections,Number,Females 50+ lower estimate,2004,52447.0
New HIV Infections,Number,Females 50+ lower estimate,2005,49715.0
New HIV Infections,Number,Females 50+ lower estimate,2006,47745.0
New HIV Infections,Number,Females 50+ lower estimate,2007,46510.0
New HIV Infections,Number,Females 50+ lower estimate,2008,45474.0
New HIV Infections,Number,Females 50+ lower estimate,2009,45136.0
New HIV Infections,Number,Females 50+ lower estimate,2010,44843.0
New HIV Infections,Number,Females 50+ lower estimate,2011,44964.0
New HIV Infections,Number,Females 50+ lower estimate,2012,45048.0
New HIV Infections,Number,Females 50+ lower estimate,2013,45109.0
New HIV Infections,Number,Females 50+ lower estimate,2014,44933.0
New HIV Infections,Number,Females 50+ lower estimate,2015,44296.0
New HIV Infections,Number,Females 50+ upper estimate,1990,52917.0
New HIV Infections,Number,Females 50+ upper estimate,1991,59546.0
New HIV Infections,Number,Females 50+ upper estimate,1992,66818.0
New HIV Infections,Number,Females 50+ upper estimate,1993,74702.0
New HIV Infections,Number,Females 50+ upper estimate,1994,82856.0
New HIV Infections,Number,Females 50+ upper estimate,1995,87996.0
New HIV Infections,Number,Females 50+ upper estimate,1996,91285.0
New HIV Infections,Number,Females 50+ upper estimate,1997,92533.0
New HIV Infections,Number,Females 50+ upper estimate,1998,90659.0
New HIV Infections,Number,Females 50+ upper estimate,1999,87244.0
New HIV Infections,Number,Females 50+ upper estimate,2000,82729.0
New HIV Infections,Number,Females 50+ upper estimate,2001,77907.0
New HIV Infections,Number,Females 50+ upper estimate,2002,73014.0
New HIV Infections,Number,Females 50+ upper estimate,2003,68294.0
New HIV Infections,Number,Females 50+ upper estimate,2004,64119.0
New HIV Infections,Number,Females 50+ upper estimate,2005,60835.0
New HIV Infections,Number,Females 50+ upper estimate,2006,58246.0
New HIV Infections,Number,Females 50+ upper estimate,2007,56987.0
New HIV Infections,Number,Females 50+ upper estimate,2008,55891.0
New HIV Infections,Number,Females 50+ upper estimate,2009,55653.0
New HIV Infections,Number,Females 50+ upper estimate,2010,56159.0
New HIV Infections,Number,Females 50+ upper estimate,2011,56714.0
New HIV Infections,Number,Females 50+ upper estimate,2012,57190.0
New HIV Infections,Number,Females 50+ upper estimate,2013,57651.0
New HIV Infections,Number,Females 50+ upper estimate,2014,57787.0
New HIV Infections,Number,Females 50+ upper estimate,2015,57876.0
New HIV Infections,Number,Males 50+ estimate,1990,54228.0
New HIV Infections,Number,Males 50+ estimate,1991,61744.0
New HIV Infections,Number,Males 50+ estimate,1992,68462.0
New HIV Infections,Number,Males 50+ estimate,1993,74536.0
New HIV Infections,Number,Males 50+ estimate,1994,84084.0
New HIV Infections,Number,Males 50+ estimate,1995,88570.0
New HIV Infections,Number,Males 50+ estimate,1996,91482.0
New HIV Infections,Number,Males 50+ estimate,1997,92493.0
New HIV Infections,Number,Males 50+ estimate,1998,90949.0
New HIV Infections,Number,Males 50+ estimate,1999,88269.0
New HIV Infections,Number,Males 50+ estimate,2000,84261.0
New HIV Infections,Number,Males 50+ estimate,2001,80209.0
New HIV Infections,Number,Males 50+ estimate,2002,75909.0
New HIV Infections,Number,Males 50+ estimate,2003,71886.0
New HIV Infections,Number,Males 50+ estimate,2004,68548.0
New HIV Infections,Number,Males 50+ estimate,2005,65924.0
New HIV Infections,Number,Males 50+ estimate,2006,63966.0
New HIV Infections,Number,Males 50+ estimate,2007,63385.0
New HIV Infections,Number,Males 50+ estimate,2008,62854.0
New HIV Infections,Number,Males 50+ estimate,2009,63329.0
New HIV Infections,Number,Males 50+ estimate,2010,64320.0
New HIV Infections,Number,Males 50+ estimate,2011,65634.0
New HIV Infections,Number,Males 50+ estimate,2012,66994.0
New HIV Infections,Number,Males 50+ estimate,2013,68296.0
New HIV Infections,Number,Males 50+ estimate,2014,69697.0
New HIV Infections,Number,Males 50+ estimate,2015,70674.0
New HIV Infections,Number,Males 50+ lower estimate,1990,47796.0
New HIV Infections,Number,Males 50+ lower estimate,1991,54975.0
New HIV Infections,Number,Males 50+ lower estimate,1992,61092.0
New HIV Infections,Number,Males 50+ lower estimate,1993,66501.0
New HIV Infections,Number,Males 50+ lower estimate,1994,75099.0
New HIV Infections,Number,Males 50+ lower estimate,1995,79406.0
New HIV Infections,Number,Males 50+ lower estimate,1996,82830.0
New HIV Infections,Number,Males 50+ lower estimate,1997,84127.0
New HIV Infections,Number,Males 50+ lower estimate,1998,82668.0
New HIV Infections,Number,Males 50+ lower estimate,1999,80067.0
New HIV Infections,Number,Males 50+ lower estimate,2000,76549.0
New HIV Infections,Number,Males 50+ lower estimate,2001,72847.0
New HIV Infections,Number,Males 50+ lower estimate,2002,68898.0
New HIV Infections,Number,Males 50+ lower estimate,2003,65264.0
New HIV Infections,Number,Males 50+ lower estimate,2004,62213.0
New HIV Infections,Number,Males 50+ lower estimate,2005,59832.0
New HIV Infections,Number,Males 50+ lower estimate,2006,58210.0
New HIV Infections,Number,Males 50+ lower estimate,2007,57444.0
New HIV Infections,Number,Males 50+ lower estimate,2008,56802.0
New HIV Infections,Number,Males 50+ lower estimate,2009,57079.0
New HIV Infections,Number,Males 50+ lower estimate,2010,57559.0
New HIV Infections,Number,Males 50+ lower estimate,2011,58648.0
New HIV Infections,Number,Males 50+ lower estimate,2012,59704.0
New HIV Infections,Number,Males 50+ lower estimate,2013,60740.0
New HIV Infections,Number,Males 50+ lower estimate,2014,61731.0
New HIV Infections,Number,Males 50+ lower estimate,2015,62222.0
New HIV Infections,Number,Males 50+ upper estimate,1990,61943.0
New HIV Infections,Number,Males 50+ upper estimate,1991,69581.0
New HIV Infections,Number,Males 50+ upper estimate,1992,76835.0
New HIV Infections,Number,Males 50+ upper estimate,1993,84053.0
New HIV Infections,Number,Males 50+ upper estimate,1994,95166.0
New HIV Infections,Number,Males 50+ upper estimate,1995,99671.0
New HIV Infections,Number,Males 50+ upper estimate,1996,101878.0
New HIV Infections,Number,Males 50+ upper estimate,1997,102483.0
New HIV Infections,Number,Males 50+ upper estimate,1998,100252.0
New HIV Infections,Number,Males 50+ upper estimate,1999,96831.0
New HIV Infections,Number,Males 50+ upper estimate,2000,92677.0
New HIV Infections,Number,Males 50+ upper estimate,2001,88254.0
New HIV Infections,Number,Males 50+ upper estimate,2002,83913.0
New HIV Infections,Number,Males 50+ upper estimate,2003,79705.0
New HIV Infections,Number,Males 50+ upper estimate,2004,76058.0
New HIV Infections,Number,Males 50+ upper estimate,2005,73215.0
New HIV Infections,Number,Males 50+ upper estimate,2006,71013.0
New HIV Infections,Number,Males 50+ upper estimate,2007,70384.0
New HIV Infections,Number,Males 50+ upper estimate,2008,69814.0
New HIV Infections,Number,Males 50+ upper estimate,2009,70379.0
New HIV Infections,Number,Males 50+ upper estimate,2010,72085.0
New HIV Infections,Number,Males 50+ upper estimate,2011,73974.0
New HIV Infections,Number,Males 50+ upper estimate,2012,75795.0
New HIV Infections,Number,Males 50+ upper estimate,2013,77628.0
New HIV Infections,Number,Males 50+ upper estimate,2014,79391.0
New HIV Infections,Number,Males 50+ upper estimate,2015,81298.0
New HIV Infections,Number,All sexes 50+ estimate,1990,100544.0
New HIV Infections,Number,All sexes 50+ estimate,1991,114574.0
New HIV Infections,Number,All sexes 50+ estimate,1992,127998.0
New HIV Infections,Number,All sexes 50+ estimate,1993,140766.0
New HIV Infections,Number,All sexes 50+ estimate,1994,157273.0
New HIV Infections,Number,All sexes 50+ estimate,1995,166787.0
New HIV Infections,Number,All sexes 50+ estimate,1996,173472.0
New HIV Infections,Number,All sexes 50+ estimate,1997,176025.0
New HIV Infections,Number,All sexes 50+ estimate,1998,173185.0
New HIV Infections,Number,All sexes 50+ estimate,1999,167793.0
New HIV Infections,Number,All sexes 50+ estimate,2000,159500.0
New HIV Infections,Number,All sexes 50+ estimate,2001,151000.0
New HIV Infections,Number,All sexes 50+ estimate,2002,141976.0
New HIV Infections,Number,All sexes 50+ estimate,2003,133522.0
New HIV Infections,Number,All sexes 50+ estimate,2004,126340.0
New HIV Infections,Number,All sexes 50+ estimate,2005,120698.0
New HIV Infections,Number,All sexes 50+ estimate,2006,116451.0
New HIV Infections,Number,All sexes 50+ estimate,2007,114694.0
New HIV Infections,Number,All sexes 50+ estimate,2008,113169.0
New HIV Infections,Number,All sexes 50+ estimate,2009,113384.0
New HIV Infections,Number,All sexes 50+ estimate,2010,114455.0
New HIV Infections,Number,All sexes 50+ estimate,2011,115932.0
New HIV Infections,Number,All sexes 50+ estimate,2012,117519.0
New HIV Infections,Number,All sexes 50+ estimate,2013,119025.0
New HIV Infections,Number,All sexes 50+ estimate,2014,120437.0
New HIV Infections,Number,All sexes 50+ estimate,2015,120978.0
New HIV Infections,Number,All sexes 50+ lower estimate,1990,88619.0
New HIV Infections,Number,All sexes 50+ lower estimate,1991,102014.0
New HIV Infections,Number,All sexes 50+ lower estimate,1992,114219.0
New HIV Infections,Number,All sexes 50+ lower estimate,1993,125590.0
New HIV Infections,Number,All sexes 50+ lower estimate,1994,140467.0
New HIV Infections,Number,All sexes 50+ lower estimate,1995,149530.0
New HIV Infections,Number,All sexes 50+ lower estimate,1996,157066.0
New HIV Infections,Number,All sexes 50+ lower estimate,1997,160104.0
New HIV Infections,Number,All sexes 50+ lower estimate,1998,157416.0
New HIV Infections,Number,All sexes 50+ lower estimate,1999,152202.0
New HIV Infections,Number,All sexes 50+ lower estimate,2000,144903.0
New HIV Infections,Number,All sexes 50+ lower estimate,2001,137140.0
New HIV Infections,Number,All sexes 50+ lower estimate,2002,128863.0
New HIV Infections,Number,All sexes 50+ lower estimate,2003,121223.0
New HIV Infections,Number,All sexes 50+ lower estimate,2004,114664.0
New HIV Infections,Number,All sexes 50+ lower estimate,2005,109545.0
New HIV Infections,Number,All sexes 50+ lower estimate,2006,105973.0
New HIV Infections,Number,All sexes 50+ lower estimate,2007,103945.0
New HIV Infections,Number,All sexes 50+ lower estimate,2008,102272.0
New HIV Infections,Number,All sexes 50+ lower estimate,2009,102194.0
New HIV Infections,Number,All sexes 50+ lower estimate,2010,102424.0
New HIV Infections,Number,All sexes 50+ lower estimate,2011,103593.0
New HIV Infections,Number,All sexes 50+ lower estimate,2012,104731.0
New HIV Infections,Number,All sexes 50+ lower estimate,2013,105856.0
New HIV Infections,Number,All sexes 50+ lower estimate,2014,106672.0
New HIV Infections,Number,All sexes 50+ lower estimate,2015,106511.0
New HIV Infections,Number,All sexes 50+ upper estimate,1990,114850.0
New HIV Infections,Number,All sexes 50+ upper estimate,1991,129117.0
New HIV Infections,Number,All sexes 50+ upper estimate,1992,143652.0
New HIV Infections,Number,All sexes 50+ upper estimate,1993,158740.0
New HIV Infections,Number,All sexes 50+ upper estimate,1994,178001.0
New HIV Infections,Number,All sexes 50+ upper estimate,1995,187692.0
New HIV Infections,Number,All sexes 50+ upper estimate,1996,193186.0
New HIV Infections,Number,All sexes 50+ upper estimate,1997,195038.0
New HIV Infections,Number,All sexes 50+ upper estimate,1998,190899.0
New HIV Infections,Number,All sexes 50+ upper estimate,1999,184068.0
New HIV Infections,Number,All sexes 50+ upper estimate,2000,175431.0
New HIV Infections,Number,All sexes 50+ upper estimate,2001,166146.0
New HIV Infections,Number,All sexes 50+ upper estimate,2002,156947.0
New HIV Infections,Number,All sexes 50+ upper estimate,2003,148045.0
New HIV Infections,Number,All sexes 50+ upper estimate,2004,140181.0
New HIV Infections,Number,All sexes 50+ upper estimate,2005,134046.0
New HIV Infections,Number,All sexes 50+ upper estimate,2006,129280.0
New HIV Infections,Number,All sexes 50+ upper estimate,2007,127359.0
New HIV Infections,Number,All sexes 50+ upper estimate,2008,125701.0
New HIV Infections,Number,All sexes 50+ upper estimate,2009,126006.0
New HIV Infections,Number,All sexes 50+ upper estimate,2010,128272.0
New HIV Infections,Number,All sexes 50+ upper estimate,2011,130663.0
New HIV Infections,Number,All sexes 50+ upper estimate,2012,132958.0
New HIV Infections,Number,All sexes 50+ upper estimate,2013,135289.0
New HIV Infections,Number,All sexes 50+ upper estimate,2014,137189.0
New HIV Infections,Number,All sexes 50+ upper estimate,2015,139165.0
AIDS-related deaths,Number,Females 50+ estimate,1990,14600.0
AIDS-related deaths,Number,Females 50+ estimate,1991,19169.0
AIDS-related deaths,Number,Females 50+ estimate,1992,24655.0
AIDS-related deaths,Number,Females 50+ estimate,1993,31110.0
AIDS-related deaths,Number,Females 50+ estimate,1994,38559.0
AIDS-related deaths,Number,Females 50+ estimate,1995,47109.0
AIDS-related deaths,Number,Females 50+ estimate,1996,55501.0
AIDS-related deaths,Number,Females 50+ estimate,1997,65444.0
AIDS-related deaths,Number,Females 50+ estimate,1998,76653.0
AIDS-related deaths,Number,Females 50+ estimate,1999,88319.0
AIDS-related deaths,Number,Females 50+ estimate,2000,100601.0
AIDS-related deaths,Number,Females 50+ estimate,2001,113098.0
AIDS-related deaths,Number,Females 50+ estimate,2002,124883.0
AIDS-related deaths,Number,Females 50+ estimate,2003,135396.0
AIDS-related deaths,Number,Females 50+ estimate,2004,142541.0
AIDS-related deaths,Number,Females 50+ estimate,2005,143754.0
AIDS-related deaths,Number,Females 50+ estimate,2006,140277.0
AIDS-related deaths,Number,Females 50+ estimate,2007,132512.0
AIDS-related deaths,Number,Females 50+ estimate,2008,119866.0
AIDS-related deaths,Number,Females 50+ estimate,2009,108415.0
AIDS-related deaths,Number,Females 50+ estimate,2010,100885.0
AIDS-related deaths,Number,Females 50+ estimate,2011,97162.0
AIDS-related deaths,Number,Females 50+ estimate,2012,92365.0
AIDS-related deaths,Number,Females 50+ estimate,2013,83474.0
AIDS-related deaths,Number,Females 50+ estimate,2014,77155.0
AIDS-related deaths,Number,Females 50+ estimate,2015,75330.0
New HIV Infections,Number,Females Young people (15-24) estimate,1990,372965.0
New HIV Infections,Number,Females Young people (15-24) estimate,1991,436560.0
New HIV Infections,Number,Females Young people (15-24) estimate,1992,501253.0
New HIV Infections,Number,Females Young people (15-24) estimate,1993,561413.0
New HIV Infections,Number,Females Young people (15-24) estimate,1994,624290.0
New HIV Infections,Number,Females Young people (15-24) estimate,1995,669304.0
New HIV Infections,Number,Females Young people (15-24) estimate,1996,697535.0
New HIV Infections,Number,Females Young people (15-24) estimate,1997,702488.0
New HIV Infections,Number,Females Young people (15-24) estimate,1998,684833.0
New HIV Infections,Number,Females Young people (15-24) estimate,1999,657847.0
New HIV Infections,Number,Females Young people (15-24) estimate,2000,618424.0
New HIV Infections,Number,Females Young people (15-24) estimate,2001,580097.0
New HIV Infections,Number,Females Young people (15-24) estimate,2002,542160.0
New HIV Infections,Number,Females Young people (15-24) estimate,2003,508906.0
New HIV Infections,Number,Females Young people (15-24) estimate,2004,480864.0
New HIV Infections,Number,Females Young people (15-24) estimate,2005,459168.0
New HIV Infections,Number,Females Young people (15-24) estimate,2006,441798.0
